"","BirdID","Genetic_dad","Genetic_mum","Cohort","Immigrant","Cohort_dad","Cohort_mum","genetic_dad_age","genetic_mum_age","AgeGroupGeneticDad","AgeGroupGeneticMum","Mate","TSRatio","mean_genetic_dad","mean_genetic_mum","deltaGeneticDad","deltaGeneticMum","centered_geneticdad_age","centered_geneticmom_age","Plate","BloodAge","DNAAge","CaptureYear","offspring_age"
"871",4744,4034,3684,2009,0,2008,2007,1,2,"young","young","young - young",1.218266194,2.22222222222222,2.58333333333333,1.22222222222222,0.583333333333333,1.22222222222222,0.583333333333333,"MEM_Adults_plate18_250215_data.csvresultstotal.csv",4,1,2010,1
"876",4756,4380,4098,2009,0,2004,2008,5,1,"old","young","old - young",1.135147676,2.22222222222222,2.58333333333333,2.77777777777778,1.58333333333333,-2.77777777777778,1.58333333333333,"MEM_Adults_plate13_151014_data.csvresultstotal.csv",4,0,2010,1
"877",4757,3395,3276,2009,0,2006,2006,3,3,"young","young","young - young",0.870874683,2.22222222222222,2.58333333333333,0.777777777777778,0.416666666666667,-0.777777777777778,-0.416666666666667,"MEM_Adults_plate19_240215_data.csvresultstotal.csv",4,1,2010,1
"881",4758,3831,4395,2009,0,2007,2004,2,5,"young","old","young - old",1.204940273,2.22222222222222,2.58333333333333,0.222222222222222,2.41666666666667,0.222222222222222,-2.41666666666667,"MEM_Adults_plate16_171014_data.csvresultstotal.csv",4,0,2010,1
"882",4758,3831,4395,2009,0,2007,2004,2,5,"young","old","young - old",1.204940273,2.22222222222222,2.58333333333333,0.222222222222222,2.41666666666667,0.222222222222222,-2.41666666666667,"MEM_Adults_plate17_260215_data.csvresultstotal.csv",1,4,2010,1
"883",4765,3302,3359,2010,0,2006,2006,4,4,"old","old","old - old",0.837439843,2.09638554216867,2.60240963855422,1.90361445783133,1.39759036144578,-1.90361445783133,-1.39759036144578,"MEM_Adults_plate18_250215_data.csvresultstotal.csv",0,4,2011,1
"884",4765,3302,3359,2010,0,2006,2006,4,4,"old","old","old - old",0.837439843,2.09638554216867,2.60240963855422,1.90361445783133,1.39759036144578,-1.90361445783133,-1.39759036144578,"MEM_Adults_plate19_240215_data.csvresultstotal.csv",3,1,2011,1
"885",4765,3302,3359,2010,0,2006,2006,4,4,"old","old","old - old",0.837439843,2.09638554216867,2.60240963855422,1.90361445783133,1.39759036144578,-1.90361445783133,-1.39759036144578,"MEM_Adults_plate21_260215_data.csvresultstotal.csv",0,4,2011,1
"886",4766,3302,3359,2010,0,2006,2006,4,4,"old","old","old - old",1.276501946,2.09638554216867,2.60240963855422,1.90361445783133,1.39759036144578,-1.90361445783133,-1.39759036144578,"MEM_Adults_plate29_050315_data.csvresultstotal.csv",3,1,2011,1
"888",4768,4760,4109,2010,0,2008,2008,2,2,"young","young","young - young",2.40331622,2.09638554216867,2.60240963855422,0.0963855421686746,0.602409638554217,0.0963855421686746,0.602409638554217,"MEM_Adults_plate23_020315_data.csvresultstotal.csv",0,4,2011,1
"897",4858,4110,3370,2010,0,2008,2006,2,4,"young","old","young - old",0.934394191,2.09638554216867,2.60240963855422,0.0963855421686746,1.39759036144578,0.0963855421686746,-1.39759036144578,"MEM_Adults_plate18_250215_data.csvresultstotal.csv",0,4,2011,1
"898",4858,4110,3370,2010,0,2008,2006,2,4,"young","old","young - old",0.934394191,2.09638554216867,2.60240963855422,0.0963855421686746,1.39759036144578,0.0963855421686746,-1.39759036144578,"MEM_Adults_plate25_030315_data.csvresultstotal.csv",3,1,2011,1
"900",4862,3302,3359,2010,0,2006,2006,4,4,"old","old","old - old",1.228610726,2.09638554216867,2.60240963855422,1.90361445783133,1.39759036144578,-1.90361445783133,-1.39759036144578,"MEM_Adults_plate25_030315_data.csvresultstotal.csv",1,3,2011,1
"901",4863,3302,3359,2010,0,2006,2006,4,4,"old","old","old - old",1.644943035,2.09638554216867,2.60240963855422,1.90361445783133,1.39759036144578,-1.90361445783133,-1.39759036144578,"MEM_Adults_plate25_030315_data.csvresultstotal.csv",3,1,2011,1
"902",4864,3302,3359,2010,0,2006,2006,4,4,"old","old","old - old",0.802884514,2.09638554216867,2.60240963855422,1.90361445783133,1.39759036144578,-1.90361445783133,-1.39759036144578,"MEM_Adults_plate21_260215_data.csvresultstotal.csv",1,3,2011,1
"903",4868,4049,4039,2010,0,2008,2008,2,2,"young","young","young - young",1.550553907,2.09638554216867,2.60240963855422,0.0963855421686746,0.602409638554217,0.0963855421686746,0.602409638554217,"MEM_Adults_plate19_240215_data.csvresultstotal.csv",3,1,2011,1
"904",4870,4049,3764,2010,0,2008,2007,2,3,"young","young","young - young",1.630717851,2.09638554216867,2.60240963855422,0.0963855421686746,0.397590361445783,0.0963855421686746,-0.397590361445783,"MEM_Adults_plate24_030315_data.csvresultstotal.csv",3,1,2011,1
"910",4873,4037,4753,2010,0,2008,2009,2,1,"young","young","young - young",0.759598076,2.09638554216867,2.60240963855422,0.0963855421686746,1.60240963855422,0.0963855421686746,1.60240963855422,"MEM_Adults_plate20_270215_data.csvresultstotal.csv",1,3,2011,1
"918",4885,4607,4072,2010,0,2009,2008,1,2,"young","young","young - young",1.5389152,2.09638554216867,2.60240963855422,1.09638554216867,0.602409638554217,1.09638554216867,0.602409638554217,"MEM_Adults_plate31_060513_data.csvresultstotal.csv",3,0,2011,1
"919",4895,4059,3450,2010,0,2008,2006,2,4,"young","old","young - old",1.087570119,2.09638554216867,2.60240963855422,0.0963855421686746,1.39759036144578,0.0963855421686746,-1.39759036144578,"MEM_Adults_plate19_240215_data.csvresultstotal.csv",1,4,2010,0
"923",4896,4059,3450,2010,0,2008,2006,2,4,"young","old","young - old",1.581048366,2.09638554216867,2.60240963855422,0.0963855421686746,1.39759036144578,0.0963855421686746,-1.39759036144578,"MEM_Adults_plate25_030315_data.csvresultstotal.csv",3,1,2011,1
"928",4901,4723,4119,2010,0,2009,2008,1,2,"young","young","young - young",2.65542594,2.09638554216867,2.60240963855422,1.09638554216867,0.602409638554217,1.09638554216867,0.602409638554217,"MEM_Adults_plate15_161014_data.csvresultstotal.csv",1,3,2010,0
"929",4903,4723,4119,2010,0,2009,2008,1,2,"young","young","young - young",0.903840169,2.09638554216867,2.60240963855422,1.09638554216867,0.602409638554217,1.09638554216867,0.602409638554217,"MEM_Adults_plate20_270215_data.csvresultstotal.csv",1,4,2010,0
"930",4905,4062,3285,2010,0,2007,2006,3,4,"young","old","young - old",1.551173599,2.09638554216867,2.60240963855422,0.903614457831325,1.39759036144578,-0.903614457831325,-1.39759036144578,"MEM_Adults_plate24_030315_data.csvresultstotal.csv",3,1,2011,1
"931",4906,4062,3285,2010,0,2007,2006,3,4,"young","old","young - old",1.96062645,2.09638554216867,2.60240963855422,0.903614457831325,1.39759036144578,-0.903614457831325,-1.39759036144578,"MEM_Adults_plate19_240215_data.csvresultstotal.csv",1,3,2011,1
"932",4906,4062,3285,2010,0,2007,2006,3,4,"young","old","young - old",1.96062645,2.09638554216867,2.60240963855422,0.903614457831325,1.39759036144578,-0.903614457831325,-1.39759036144578,"MEM_Adults_plate29_050315_data.csvresultstotal.csv",1,3,2011,1
"933",4907,4062,3717,2010,0,2007,2007,3,3,"young","young","young - young",1.121643395,2.09638554216867,2.60240963855422,0.903614457831325,0.397590361445783,-0.903614457831325,-0.397590361445783,"MEM_Adults_plate20_270215_data.csvresultstotal.csv",1,4,2010,0
"934",4908,4062,3717,2010,0,2007,2007,3,3,"young","young","young - young",1.245767429,2.09638554216867,2.60240963855422,0.903614457831325,0.397590361445783,-0.903614457831325,-0.397590361445783,"MEM_Adults_plate31_060513_data.csvresultstotal.csv",3,0,2011,1
"935",4909,4739,4070,2010,0,2009,2008,1,2,"young","young","young - young",1.718149507,2.09638554216867,2.60240963855422,1.09638554216867,0.602409638554217,1.09638554216867,0.602409638554217,"MEM_Adults_plate20_270215_data.csvresultstotal.csv",1,4,2010,0
"936",4914,4760,4109,2010,0,2008,2008,2,2,"young","young","young - young",1.006823274,2.09638554216867,2.60240963855422,0.0963855421686746,0.602409638554217,0.0963855421686746,0.602409638554217,"MEM_Adults_plate28_050315_data.csvresultstotal.csv",1,3,2011,1
"937",4927,4581,4699,2010,0,2009,2009,1,1,"young","young","young - young",1.666211019,2.09638554216867,2.60240963855422,1.09638554216867,1.60240963855422,1.09638554216867,1.60240963855422,"MEM_Adults_plate21_260215_data.csvresultstotal.csv",1,4,2010,0
"938",4929,4679,4745,2010,0,2009,2009,1,1,"young","young","young - young",1.048850952,2.09638554216867,2.60240963855422,1.09638554216867,1.60240963855422,1.09638554216867,1.60240963855422,"MEM_Adults_plate21_260215_data.csvresultstotal.csv",0,4,2011,1
"939",4929,4679,4745,2010,0,2009,2009,1,1,"young","young","young - young",1.048850952,2.09638554216867,2.60240963855422,1.09638554216867,1.60240963855422,1.09638554216867,1.60240963855422,"MEM_Adults_plate21_260215_data.csvresultstotal.csv",1,3,2011,1
"942",4929,4679,4745,2010,0,2009,2009,1,1,"young","young","young - young",1.048850952,2.09638554216867,2.60240963855422,1.09638554216867,1.60240963855422,1.09638554216867,1.60240963855422,"MEM_Adults_plate31_060513_data.csvresultstotal.csv",3,0,2011,1
"947",4931,4679,4745,2010,0,2009,2009,1,1,"young","young","young - young",0.497989063,2.09638554216867,2.60240963855422,1.09638554216867,1.60240963855422,1.09638554216867,1.60240963855422,"MEM_Adults_plate19_240215_data.csvresultstotal.csv",1,4,2010,0
"948",4931,4679,4745,2010,0,2009,2009,1,1,"young","young","young - young",0.497989063,2.09638554216867,2.60240963855422,1.09638554216867,1.60240963855422,1.09638554216867,1.60240963855422,"MEM_Adults_plate21_260215_data.csvresultstotal.csv",1,3,2011,1
"949",4933,4581,4699,2010,0,2009,2009,1,1,"young","young","young - young",0.932815098,2.09638554216867,2.60240963855422,1.09638554216867,1.60240963855422,1.09638554216867,1.60240963855422,"MEM_Adults_plate17_260215_data.csvresultstotal.csv",1,4,2010,0
"955",4939,4744,3684,2010,0,2009,2007,1,3,"young","young","young - young",0.825683566,2.09638554216867,2.60240963855422,1.09638554216867,0.397590361445783,1.09638554216867,-0.397590361445783,"MEM_Adults_plate15_161014_data.csvresultstotal.csv",1,3,2010,0
"956",4939,4744,3684,2010,0,2009,2007,1,3,"young","young","young - young",0.825683566,2.09638554216867,2.60240963855422,1.09638554216867,0.397590361445783,1.09638554216867,-0.397590361445783,"MEM_Adults_plate18_250215_data.csvresultstotal.csv",0,4,2011,1
"957",4939,4744,3684,2010,0,2009,2007,1,3,"young","young","young - young",0.825683566,2.09638554216867,2.60240963855422,1.09638554216867,0.397590361445783,1.09638554216867,-0.397590361445783,"MEM_Adults_plate21_260215_data.csvresultstotal.csv",0,4,2011,1
"958",4942,4744,4682,2010,0,2009,2009,1,1,"young","young","young - young",1.296190795,2.09638554216867,2.60240963855422,1.09638554216867,1.60240963855422,1.09638554216867,1.60240963855422,"MEM_Adults_plate21_260215_data.csvresultstotal.csv",0,4,2011,1
"959",4943,3831,4395,2010,0,2007,2004,3,6,"young","old","young - old",1.084145372,2.09638554216867,2.60240963855422,0.903614457831325,3.39759036144578,-0.903614457831325,-3.39759036144578,"MEM_Adults_plate17_260215_data.csvresultstotal.csv",1,4,2010,0
"960",4943,3831,4395,2010,0,2007,2004,3,6,"young","old","young - old",1.084145372,2.09638554216867,2.60240963855422,0.903614457831325,3.39759036144578,-0.903614457831325,-3.39759036144578,"MEM_Adults_plate22_020315_data.csvresultstotal.csv",0,4,2011,1
"965",4944,3831,4395,2010,0,2007,2004,3,6,"young","old","young - old",0.810906612,2.09638554216867,2.60240963855422,0.903614457831325,3.39759036144578,-0.903614457831325,-3.39759036144578,"MEM_Adults_plate24_030315_data.csvresultstotal.csv",0,4,2011,1
"966",4944,3831,4395,2010,0,2007,2004,3,6,"young","old","young - old",0.810906612,2.09638554216867,2.60240963855422,0.903614457831325,3.39759036144578,-0.903614457831325,-3.39759036144578,"MEM_Adults_plate24_030315_data.csvresultstotal.csv",3,1,2011,1
"967",4944,3831,4395,2010,0,2007,2004,3,6,"young","old","young - old",0.810906612,2.09638554216867,2.60240963855422,0.903614457831325,3.39759036144578,-0.903614457831325,-3.39759036144578,"MEM_Adults_plate25_030315_data.csvresultstotal.csv",1,4,2010,0
"968",4960,4759,3764,2010,0,2008,2007,2,3,"young","young","young - young",1.397840349,2.09638554216867,2.60240963855422,0.0963855421686746,0.397590361445783,0.0963855421686746,-0.397590361445783,"MEM_Adults_plate17_260215_data.csvresultstotal.csv",3,1,2011,1
"970",4961,4759,3764,2010,0,2008,2007,2,3,"young","young","young - young",0.710752339,2.09638554216867,2.60240963855422,0.0963855421686746,0.397590361445783,0.0963855421686746,-0.397590361445783,"MEM_Adults_plate20_270215_data.csvresultstotal.csv",1,3,2011,1
"974",4963,4759,3764,2010,0,2008,2007,2,3,"young","young","young - young",1.280472215,2.09638554216867,2.60240963855422,0.0963855421686746,0.397590361445783,0.0963855421686746,-0.397590361445783,"MEM_Adults_plate16_171014_data.csvresultstotal.csv",1,3,2010,0
"976",4964,4759,3764,2010,0,2008,2007,2,3,"young","young","young - young",1.121021147,2.09638554216867,2.60240963855422,0.0963855421686746,0.397590361445783,0.0963855421686746,-0.397590361445783,"MEM_Adults_plate17_260215_data.csvresultstotal.csv",1,4,2010,0
"980",4967,4084,4757,2010,0,2008,2009,2,1,"young","young","young - young",0.758487548,2.09638554216867,2.60240963855422,0.0963855421686746,1.60240963855422,0.0963855421686746,1.60240963855422,"MEM_Adults_plate20_270215_data.csvresultstotal.csv",1,4,2010,0
"984",4968,4084,4757,2010,0,2008,2009,2,1,"young","young","young - young",1.140065217,2.09638554216867,2.60240963855422,0.0963855421686746,1.60240963855422,0.0963855421686746,1.60240963855422,"MEM_Adults_plate18_250215_data.csvresultstotal.csv",3,1,2011,1
"985",4969,4059,3450,2010,0,2008,2006,2,4,"young","old","young - old",0.857784573,2.09638554216867,2.60240963855422,0.0963855421686746,1.39759036144578,0.0963855421686746,-1.39759036144578,"MEM_Adults_plate22_020315_data.csvresultstotal.csv",0,4,2011,1
"986",4972,4380,3684,2010,0,2004,2007,6,3,"old","young","old - young",1.023614012,2.09638554216867,2.60240963855422,3.90361445783133,0.397590361445783,-3.90361445783133,-0.397590361445783,"MEM_Adults_plate15_161014_data.csvresultstotal.csv",1,3,2010,0
"987",4974,4380,3450,2010,0,2004,2006,6,4,"old","old","old - old",0.944684022,2.09638554216867,2.60240963855422,3.90361445783133,1.39759036144578,-3.90361445783133,-1.39759036144578,"MEM_Adults_plate16_171014_data.csvresultstotal.csv",1,3,2010,0
"989",4976,4037,3684,2010,0,2008,2007,2,3,"young","young","young - young",1.787929579,2.09638554216867,2.60240963855422,0.0963855421686746,0.397590361445783,0.0963855421686746,-0.397590361445783,"MEM_Adults_plate26_030315_data.csvresultstotal.csv",0,4,2011,1
"993",4979,4049,4722,2010,0,2008,2009,2,1,"young","young","young - young",1.020857865,2.09638554216867,2.60240963855422,0.0963855421686746,1.60240963855422,0.0963855421686746,1.60240963855422,"MEM_Adults_plate19_240215_data.csvresultstotal.csv",1,4,2010,0
"994",4982,4049,4722,2010,0,2008,2009,2,1,"young","young","young - young",1.071172754,2.09638554216867,2.60240963855422,0.0963855421686746,1.60240963855422,0.0963855421686746,1.60240963855422,"MEM_Adults_plate21_260215_data.csvresultstotal.csv",0,4,2011,1
"995",4982,4049,4722,2010,0,2008,2009,2,1,"young","young","young - young",1.071172754,2.09638554216867,2.60240963855422,0.0963855421686746,1.60240963855422,0.0963855421686746,1.60240963855422,"MEM_Adults_plate24_030315_data.csvresultstotal.csv",3,1,2011,1
"996",4985,3395,3496,2010,0,2006,2006,4,4,"old","old","old - old",1.373780586,2.09638554216867,2.60240963855422,1.90361445783133,1.39759036144578,-1.90361445783133,-1.39759036144578,"MEM_Adults_plate29_050315_data.csvresultstotal.csv",3,1,2011,1
"997",4989,4739,4070,2010,0,2009,2008,1,2,"young","young","young - young",1.004219958,2.09638554216867,2.60240963855422,1.09638554216867,0.602409638554217,1.09638554216867,0.602409638554217,"MEM_Adults_plate26_030315_data.csvresultstotal.csv",1,3,2011,1
"998",4990,4739,4070,2010,0,2009,2008,1,2,"young","young","young - young",1.315653112,2.09638554216867,2.60240963855422,1.09638554216867,0.602409638554217,1.09638554216867,0.602409638554217,"MEM_Adults_plate27_050315_data.csvresultstotal.csv",1,3,2011,1
