"","BirdID","Genetic_dad","Genetic_mum","Cohort","Immigrant","Cohort_dad","Cohort_mum","genetic_dad_age","genetic_mum_age","AgeGroupGeneticDad","AgeGroupGeneticMum","Mate","TSRatio","mean_genetic_dad","mean_genetic_mum","deltaGeneticDad","deltaGeneticMum","centered_geneticdad_age","centered_geneticmom_age","Plate","BloodAge","DNAAge","CaptureYear","offspring_age"
"1866",7795,6317,5466,2014,0,2012,2011,2,3,"young","young","young - young",1.704522183,2.17730496453901,2.39007092198582,0.177304964539007,0.609929078014185,0.177304964539007,-0.609929078014185,"NdR_hstel_2016_p5_data.csvresultstotal.csv",0,2,2014,0
"1867",7795,6317,5466,2014,0,2012,2011,2,3,"young","young","young - young",1.704522183,2.17730496453901,2.39007092198582,0.177304964539007,0.609929078014185,0.177304964539007,-0.609929078014185,"NdR_hstel_2016_p5_data.csvresultstotal.csv",0,2,2014,0
"1868",7796,6317,5466,2014,0,2012,2011,2,3,"young","young","young - young",1.665394778,2.17730496453901,2.39007092198582,0.177304964539007,0.609929078014185,0.177304964539007,-0.609929078014185,"NdR_hstel_2016_p5_data.csvresultstotal.csv",0,2,2014,0
"1869",7796,6317,5466,2014,0,2012,2011,2,3,"young","young","young - young",1.665394778,2.17730496453901,2.39007092198582,0.177304964539007,0.609929078014185,0.177304964539007,-0.609929078014185,"NdR_hstel_2016_p5_data.csvresultstotal.csv",0,2,2014,0
"1870",7796,6317,5466,2014,0,2012,2011,2,3,"young","young","young - young",1.665394778,2.17730496453901,2.39007092198582,0.177304964539007,0.609929078014185,0.177304964539007,-0.609929078014185,"NdR_hstel_2016_p5_data.csvresultstotal.csv",0,2,2014,0
"1871",7796,6317,5466,2014,0,2012,2011,2,3,"young","young","young - young",1.665394778,2.17730496453901,2.39007092198582,0.177304964539007,0.609929078014185,0.177304964539007,-0.609929078014185,"NdR_hstel_2016_p5_data.csvresultstotal.csv",0,2,2014,0
"1872",7797,4663,5424,2014,0,2009,2011,5,3,"old","young","old - young",0.757063018,2.17730496453901,2.39007092198582,2.82269503546099,0.609929078014185,-2.82269503546099,-0.609929078014185,"NdR_hstel2016_pMEAdCh4_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1873",7797,4663,5424,2014,0,2009,2011,5,3,"old","young","old - young",0.757063018,2.17730496453901,2.39007092198582,2.82269503546099,0.609929078014185,-2.82269503546099,-0.609929078014185,"NdR_hstel2016_pMEAdCh4_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1874",7797,4663,5424,2014,0,2009,2011,5,3,"old","young","old - young",0.757063018,2.17730496453901,2.39007092198582,2.82269503546099,0.609929078014185,-2.82269503546099,-0.609929078014185,"NdR_hstel2016_pMEAdCh4_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1875",7797,4663,5424,2014,0,2009,2011,5,3,"old","young","old - young",0.757063018,2.17730496453901,2.39007092198582,2.82269503546099,0.609929078014185,-2.82269503546099,-0.609929078014185,"NdR_hstel2016_pMEAdCh4_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1876",7803,4898,5048,2014,0,2010,2009,4,5,"old","old","old - old",1.180052239,2.17730496453901,2.39007092198582,1.82269503546099,2.60992907801418,-1.82269503546099,-2.60992907801418,"NdR_hstel_2016_p13_data.csvresultstotal.csv",0,2,2014,0
"1877",7810,6920,6902,2014,0,2013,2013,1,1,"young","young","young - young",1.596432289,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p10_data.csvresultstotal.csv",0,2,2014,0
"1878",7814,5140,4895,2014,0,2011,2010,3,4,"young","old","young - old",1.436394966,2.17730496453901,2.39007092198582,0.822695035460993,1.60992907801418,-0.822695035460993,-1.60992907801418,"NdR_hstel_2016_p22_data.csvresultstotal.csv",0,1,2015,1
"1879",7824,6976,6344,2014,0,2013,2012,1,2,"young","young","young - young",1.496406716,2.17730496453901,2.39007092198582,1.17730496453901,0.390070921985815,1.17730496453901,0.390070921985815,"NdR_hstel_2016_p5_data.csvresultstotal.csv",0,2,2014,0
"1880",7829,6955,6927,2014,0,2013,2013,1,1,"young","young","young - young",0.880263581,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel2016_pMEAdCh1_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1881",7837,4965,6503,2014,0,2010,2012,4,2,"old","young","old - young",0.772559645,2.17730496453901,2.39007092198582,1.82269503546099,0.390070921985815,-1.82269503546099,0.390070921985815,"NdR_hstel2016_pMEAdCh1_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1882",7840,5625,4745,2014,0,2011,2009,3,5,"young","old","young - old",0.722177757,2.17730496453901,2.39007092198582,0.822695035460993,2.60992907801418,-0.822695035460993,-2.60992907801418,"NdR_hstel2016_pMEAdCh2_newm.csvresultstotal.csv",0,2,2014,0
"1883",7842,6384,6509,2014,0,2012,2012,2,2,"young","young","young - young",0.85816364,2.17730496453901,2.39007092198582,0.177304964539007,0.390070921985815,0.177304964539007,0.390070921985815,"NdR_hstel2016_pMEAdCh2_newm.csvresultstotal.csv",0,2,2014,0
"1884",7844,6384,4722,2014,0,2012,2009,2,5,"young","old","young - old",1.462959889,2.17730496453901,2.39007092198582,0.177304964539007,2.60992907801418,0.177304964539007,-2.60992907801418,"NdR_hstel2016_pMEAdCh3_newm.csvresultstotal.csv",0,2,2014,0
"1885",7848,6641,4896,2014,0,2012,2010,2,4,"young","old","young - old",0.981451695,2.17730496453901,2.39007092198582,0.177304964539007,1.60992907801418,0.177304964539007,-1.60992907801418,"NdR_hstel2016_pMEAdCh3_newm.csvresultstotal.csv",0,2,2014,0
"1886",7851,6641,4896,2014,0,2012,2010,2,4,"young","old","young - old",0.77083355,2.17730496453901,2.39007092198582,0.177304964539007,1.60992907801418,0.177304964539007,-1.60992907801418,"NdR_hstel2016_pMEAdCh4_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1887",7852,7868,6847,2014,0,2013,2013,1,1,"young","young","young - young",0.984094311,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p10_data.csvresultstotal.csv",0,2,2014,0
"1888",7852,7868,6847,2014,0,2013,2013,1,1,"young","young","young - young",0.984094311,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel2016_pMEAdCh4_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1889",7852,7868,6847,2014,0,2013,2013,1,1,"young","young","young - young",0.984094311,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel2016_pMEAdCh4_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1890",7852,7868,6847,2014,0,2013,2013,1,1,"young","young","young - young",0.984094311,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel2016_pMEAdCh4_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1891",7852,7868,6847,2014,0,2013,2013,1,1,"young","young","young - young",0.984094311,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel2016_pMEAdCh4_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1892",7853,7868,6847,2014,0,2013,2013,1,1,"young","young","young - young",0.669810847,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel2016_pMEAdCh5_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1893",7853,7868,6847,2014,0,2013,2013,1,1,"young","young","young - young",0.669810847,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel2016_pMEAdCh5_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1894",7853,7868,6847,2014,0,2013,2013,1,1,"young","young","young - young",0.669810847,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel2016_pMEAdCh5_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1895",7853,7868,6847,2014,0,2013,2013,1,1,"young","young","young - young",0.669810847,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel2016_pMEAdCh5_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1896",7854,7868,6847,2014,0,2013,2013,1,1,"young","young","young - young",0.797097303,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel2016_pMEAdCh5_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1897",7854,7868,6847,2014,0,2013,2013,1,1,"young","young","young - young",0.797097303,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel2016_pMEAdCh5_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1898",7854,7868,6847,2014,0,2013,2013,1,1,"young","young","young - young",0.797097303,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel2016_pMEAdCh5_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1899",7854,7868,6847,2014,0,2013,2013,1,1,"young","young","young - young",0.797097303,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel2016_pMEAdCh5_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1900",7855,7868,6847,2014,0,2013,2013,1,1,"young","young","young - young",0.660338597,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel2016_pMEAdCh5_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1901",7865,5136,5004,2014,0,2011,2010,3,4,"young","old","young - old",1.009406056,2.17730496453901,2.39007092198582,0.822695035460993,1.60992907801418,-0.822695035460993,-1.60992907801418,"NdR_hstel_2016_p23_meltcurve_data.csvresultstotal.csv",0,2,2014,0
"1902",7865,5136,5004,2014,0,2011,2010,3,4,"young","old","young - old",1.009406056,2.17730496453901,2.39007092198582,0.822695035460993,1.60992907801418,-0.822695035460993,-1.60992907801418,"NdR_hstel_2016_p8_data.csvresultstotal.csv",0,2,2014,0
"1903",7866,6724,6984,2014,0,2013,2013,1,1,"young","young","young - young",1.346042263,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p2_data.csvresultstotal.csv",0,2,2014,0
"1904",7866,6724,6984,2014,0,2013,2013,1,1,"young","young","young - young",1.346042263,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p8_data.csvresultstotal.csv",0,2,2014,0
"1905",7867,6724,6984,2014,0,2013,2013,1,1,"young","young","young - young",0.878724801,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p8_data.csvresultstotal.csv",0,2,2014,0
"1906",7870,7022,6979,2014,0,2012,2013,2,1,"young","young","young - young",1.304395778,2.17730496453901,2.39007092198582,0.177304964539007,1.39007092198582,0.177304964539007,1.39007092198582,"NdR_hstel_2016_p7_data.csvresultstotal.csv",0,2,2014,0
"1907",7871,4739,6789,2014,0,2009,2013,5,1,"old","young","old - young",1.20739532,2.17730496453901,2.39007092198582,2.82269503546099,1.39007092198582,-2.82269503546099,1.39007092198582,"NdR_hstel_2016_p7_data.csvresultstotal.csv",0,2,2014,0
"1908",7875,6724,6984,2014,0,2013,2013,1,1,"young","young","young - young",1.601965834,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p17_meltcurve_data.csvresultstotal.csv",0,2,2014,0
"1909",7876,6870,6377,2014,0,2013,2012,1,2,"young","young","young - young",1.319660134,2.17730496453901,2.39007092198582,1.17730496453901,0.390070921985815,1.17730496453901,0.390070921985815,"NdR_hstel_2016_p17_meltcurve_data.csvresultstotal.csv",0,2,2014,0
"1910",7877,6245,4929,2014,0,2011,2010,3,4,"young","old","young - old",1.891639064,2.17730496453901,2.39007092198582,0.822695035460993,1.60992907801418,-0.822695035460993,-1.60992907801418,"NdR_hstel_2016_p12_meltcurve_data.csvresultstotal.csv",0,2,2014,0
"1911",7877,6245,4929,2014,0,2011,2010,3,4,"young","old","young - old",1.891639064,2.17730496453901,2.39007092198582,0.822695035460993,1.60992907801418,-0.822695035460993,-1.60992907801418,"NdR_hstel_2016_p9_data.csvresultstotal.csv",0,2,2014,0
"1912",7877,6245,4929,2014,0,2011,2010,3,4,"young","old","young - old",1.891639064,2.17730496453901,2.39007092198582,0.822695035460993,1.60992907801418,-0.822695035460993,-1.60992907801418,"NdR_hstel_2016_pRepA_meltcurve.csvresultstotal.csv",0,1,2015,1
"1913",7880,4858,6435,2014,0,2010,2012,4,2,"old","young","old - young",1.740428337,2.17730496453901,2.39007092198582,1.82269503546099,0.390070921985815,-1.82269503546099,0.390070921985815,"NdR_hstel_2016_p2_data.csvresultstotal.csv",0,2,2014,0
"1914",7881,6985,6993,2014,0,2013,2013,1,1,"young","young","young - young",0.97065085,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p2_data.csvresultstotal.csv",0,2,2014,0
"1915",7882,5284,7145,2014,0,2011,2013,3,1,"young","young","young - young",1.091038247,2.17730496453901,2.39007092198582,0.822695035460993,1.39007092198582,-0.822695035460993,1.39007092198582,"NdR_hstel_2016_p2_data.csvresultstotal.csv",0,2,2014,0
"1916",7883,6500,6527,2014,0,2012,2012,2,2,"young","young","young - young",1.742635055,2.17730496453901,2.39007092198582,0.177304964539007,0.390070921985815,0.177304964539007,0.390070921985815,"NdR_hstel_2016_p15_data.csvresultstotal.csv",0,2,2014,0
"1917",7886,6500,6527,2014,0,2012,2012,2,2,"young","young","young - young",0.82161224,2.17730496453901,2.39007092198582,0.177304964539007,0.390070921985815,0.177304964539007,0.390070921985815,"NdR_hstel2016_pMEAdCh1_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1918",7887,6543,5222,2014,0,2012,2011,2,3,"young","young","young - young",1.017917928,2.17730496453901,2.39007092198582,0.177304964539007,0.609929078014185,0.177304964539007,-0.609929078014185,"NdR_hstel2016_pMEAdCh1_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1919",7888,6543,5222,2014,0,2012,2011,2,3,"young","young","young - young",0.907628415,2.17730496453901,2.39007092198582,0.177304964539007,0.609929078014185,0.177304964539007,-0.609929078014185,"NdR_hstel2016_pMEAdCh1_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1920",7892,6451,5623,2014,0,2012,2010,2,4,"young","old","young - old",0.753210536,2.17730496453901,2.39007092198582,0.177304964539007,1.60992907801418,0.177304964539007,-1.60992907801418,"NdR_hstel2016_pMEAdCh2_newm.csvresultstotal.csv",0,2,2014,0
"1921",7893,6451,5623,2014,0,2012,2010,2,4,"young","old","young - old",1.089591124,2.17730496453901,2.39007092198582,0.177304964539007,1.60992907801418,0.177304964539007,-1.60992907801418,"NdR_hstel_2016_p3_data.csvresultstotal.csv",0,2,2014,0
"1922",7894,6451,5623,2014,0,2012,2010,2,4,"young","old","young - old",0.961775775,2.17730496453901,2.39007092198582,0.177304964539007,1.60992907801418,0.177304964539007,-1.60992907801418,"NdR_hstel_2016_p17_meltcurve_data.csvresultstotal.csv",0,1,2015,1
"1923",7894,6451,5623,2014,0,2012,2010,2,4,"young","old","young - old",0.961775775,2.17730496453901,2.39007092198582,0.177304964539007,1.60992907801418,0.177304964539007,-1.60992907801418,"NdR_hstel_2016_p3_data.csvresultstotal.csv",0,2,2014,0
"1924",7897,6316,6344,2014,0,2012,2012,2,2,"young","young","young - young",2.105273567,2.17730496453901,2.39007092198582,0.177304964539007,0.390070921985815,0.177304964539007,0.390070921985815,"NdR_hstel_2016_p5_data.csvresultstotal.csv",0,2,2014,0
"1925",7900,5014,4895,2014,0,2010,2010,4,4,"old","old","old - old",0.637673919,2.17730496453901,2.39007092198582,1.82269503546099,1.60992907801418,-1.82269503546099,-1.60992907801418,"NdR_hstel_2016_p24_data.csvresultstotal.csv",0,2,2014,0
"1926",7900,5014,4895,2014,0,2010,2010,4,4,"old","old","old - old",0.637673919,2.17730496453901,2.39007092198582,1.82269503546099,1.60992907801418,-1.82269503546099,-1.60992907801418,"NdR_hstel_2016_p24_data.csvresultstotal.csv",0,1,2015,1
"1927",7900,5014,4895,2014,0,2010,2010,4,4,"old","old","old - old",0.637673919,2.17730496453901,2.39007092198582,1.82269503546099,1.60992907801418,-1.82269503546099,-1.60992907801418,"NdR_hstel2016_pMEAdCh2_newm.csvresultstotal.csv",0,2,2014,0
"1928",7900,5014,4895,2014,0,2010,2010,4,4,"old","old","old - old",0.637673919,2.17730496453901,2.39007092198582,1.82269503546099,1.60992907801418,-1.82269503546099,-1.60992907801418,"NdR_hstel2016_pMEAdCh2_newm.csvresultstotal.csv",0,2,2014,0
"1929",7900,5014,4895,2014,0,2010,2010,4,4,"old","old","old - old",0.637673919,2.17730496453901,2.39007092198582,1.82269503546099,1.60992907801418,-1.82269503546099,-1.60992907801418,"NdR_hstel2016_pMEAdCh2_newm.csvresultstotal.csv",0,2,2014,0
"1930",7900,5014,4895,2014,0,2010,2010,4,4,"old","old","old - old",0.637673919,2.17730496453901,2.39007092198582,1.82269503546099,1.60992907801418,-1.82269503546099,-1.60992907801418,"NdR_hstel2016_pMEAdCh2_newm.csvresultstotal.csv",0,2,2014,0
"1931",7901,5014,6581,2014,0,2010,2012,4,2,"old","young","old - young",0.769838406,2.17730496453901,2.39007092198582,1.82269503546099,0.390070921985815,-1.82269503546099,0.390070921985815,"NdR_hstel2016_pMEAdCh2_newm.csvresultstotal.csv",0,2,2014,0
"1932",7903,5014,4895,2014,0,2010,2010,4,4,"old","old","old - old",0.50079259,2.17730496453901,2.39007092198582,1.82269503546099,1.60992907801418,-1.82269503546099,-1.60992907801418,"NdR_hstel2016_pMEAdCh3_newm.csvresultstotal.csv",0,2,2014,0
"1933",7903,5014,4895,2014,0,2010,2010,4,4,"old","old","old - old",0.50079259,2.17730496453901,2.39007092198582,1.82269503546099,1.60992907801418,-1.82269503546099,-1.60992907801418,"NdR_hstel2016_pMEAdCh3_newm.csvresultstotal.csv",0,2,2014,0
"1934",7903,5014,4895,2014,0,2010,2010,4,4,"old","old","old - old",0.50079259,2.17730496453901,2.39007092198582,1.82269503546099,1.60992907801418,-1.82269503546099,-1.60992907801418,"NdR_hstel2016_pMEAdCh3_newm.csvresultstotal.csv",0,2,2014,0
"1935",7903,5014,4895,2014,0,2010,2010,4,4,"old","old","old - old",0.50079259,2.17730496453901,2.39007092198582,1.82269503546099,1.60992907801418,-1.82269503546099,-1.60992907801418,"NdR_hstel2016_pMEAdCh3_newm.csvresultstotal.csv",0,2,2014,0
"1936",7909,6788,7182,2014,0,2013,2013,1,1,"young","young","young - young",2.149339767,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p5_data.csvresultstotal.csv",0,2,2014,0
"1937",7914,5625,5195,2014,0,2011,2011,3,3,"young","young","young - young",0.968226462,2.17730496453901,2.39007092198582,0.822695035460993,0.609929078014185,-0.822695035460993,-0.609929078014185,"NdR_hstel2016_pMEAdCh4_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1938",7917,4975,7267,2014,0,2010,2013,4,1,"old","young","old - young",1.656772385,2.17730496453901,2.39007092198582,1.82269503546099,1.39007092198582,-1.82269503546099,1.39007092198582,"NdR_hstel_2016_p5_data.csvresultstotal.csv",0,2,2014,0
"1939",7918,4975,4895,2014,0,2010,2010,4,4,"old","old","old - old",2.22869976,2.17730496453901,2.39007092198582,1.82269503546099,1.60992907801418,-1.82269503546099,-1.60992907801418,"NdR_hstel_2016_p5_data.csvresultstotal.csv",0,2,2014,0
"1940",7927,6639,6862,2014,0,2012,2013,2,1,"young","young","young - young",1.007421593,2.17730496453901,2.39007092198582,0.177304964539007,1.39007092198582,0.177304964539007,1.39007092198582,"NdR_hstel2016_pMEAdCh4_newm_meltcurve.csvresultstotal.csv",0,2,2014,0
"1941",7945,4967,5461,2014,0,2010,2011,4,3,"old","young","old - young",2.045505306,2.17730496453901,2.39007092198582,1.82269503546099,0.609929078014185,-1.82269503546099,-0.609929078014185,"NdR_hstel_2016_p3_data.csvresultstotal.csv",0,2,2014,0
"1942",7947,6974,6344,2014,0,2013,2012,1,2,"young","young","young - young",2.652192636,2.17730496453901,2.39007092198582,1.17730496453901,0.390070921985815,1.17730496453901,0.390070921985815,"NdR_hstel_2016_p15_data.csvresultstotal.csv",0,2,2014,0
"1943",7947,6974,6344,2014,0,2013,2012,1,2,"young","young","young - young",2.652192636,2.17730496453901,2.39007092198582,1.17730496453901,0.390070921985815,1.17730496453901,0.390070921985815,"NdR_hstel_2016_p8_data.csvresultstotal.csv",0,1,2015,1
"1944",7951,6930,7203,2014,0,2013,2013,1,1,"young","young","young - young",2.272045758,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p15_data.csvresultstotal.csv",0,2,2014,0
"1945",7958,4854,4929,2014,0,2010,2010,4,4,"old","old","old - old",2.078630913,2.17730496453901,2.39007092198582,1.82269503546099,1.60992907801418,-1.82269503546099,-1.60992907801418,"NdR_hstel_2016_p5_data.csvresultstotal.csv",0,2,2014,0
"1946",7960,4854,4929,2014,0,2010,2010,4,4,"old","old","old - old",1.913645288,2.17730496453901,2.39007092198582,1.82269503546099,1.60992907801418,-1.82269503546099,-1.60992907801418,"NdR_hstel_2016_p5_data.csvresultstotal.csv",0,2,2014,0
"1947",7969,5589,5616,2014,0,2011,2011,3,3,"young","young","young - young",2.073114461,2.17730496453901,2.39007092198582,0.822695035460993,0.609929078014185,-0.822695035460993,-0.609929078014185,"NdR_hstel_2016_p5_data.csvresultstotal.csv",0,2,2014,0
"1948",7976,7641,7071,2014,0,2013,2013,1,1,"young","young","young - young",0.647976821,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p24_data.csvresultstotal.csv",0,1,2015,1
"1949",7995,6638,5449,2014,0,2012,2011,2,3,"young","young","young - young",1.701405132,2.17730496453901,2.39007092198582,0.177304964539007,0.609929078014185,0.177304964539007,-0.609929078014185,"NdR_hstel_2016_p15_data.csvresultstotal.csv",0,2,2014,0
"1950",8053,6323,6251,2014,0,2012,2012,2,2,"young","young","young - young",2.53959759,2.17730496453901,2.39007092198582,0.177304964539007,0.390070921985815,0.177304964539007,0.390070921985815,"NdR_hstel_2016_p4_data.csvresultstotal.csv",0,2,2014,0
"1951",8055,6323,6533,2014,0,2012,2012,2,2,"young","young","young - young",3.2851323,2.17730496453901,2.39007092198582,0.177304964539007,0.390070921985815,0.177304964539007,0.390070921985815,"NdR_hstel_2016_p20_data.csvresultstotal.csv",0,2,2014,0
"1952",8057,7276,7270,2014,0,2013,2013,1,1,"young","young","young - young",4.910438464,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p24_data.csvresultstotal.csv",0,2,2014,0
"1953",8063,5214,4757,2014,0,2011,2009,3,5,"young","old","young - old",2.455522502,2.17730496453901,2.39007092198582,0.822695035460993,2.60992907801418,-0.822695035460993,-2.60992907801418,"NdR_hstel_2016_p20_data.csvresultstotal.csv",0,1,2015,1
"1954",8066,7170,6768,2014,0,2013,2013,1,1,"young","young","young - young",1.374463321,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p12_meltcurve_data.csvresultstotal.csv",0,2,2014,0
"1955",8067,7031,6921,2014,0,2013,2013,1,1,"young","young","young - young",2.996087221,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p12_meltcurve_data.csvresultstotal.csv",0,2,2014,0
"1956",8068,7031,6921,2014,0,2013,2013,1,1,"young","young","young - young",1.928398888,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p12_meltcurve_data.csvresultstotal.csv",0,2,2014,0
"1957",8069,7031,6921,2014,0,2013,2013,1,1,"young","young","young - young",2.306237366,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p10_data.csvresultstotal.csv",0,2,2014,0
"1958",8069,7031,6921,2014,0,2013,2013,1,1,"young","young","young - young",2.306237366,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p12_meltcurve_data.csvresultstotal.csv",0,2,2014,0
"1959",8073,7061,7272,2014,0,2013,2013,1,1,"young","young","young - young",1.509535934,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p14_meltcurve_data.csvresultstotal.csv",0,2,2014,0
"1960",8092,6370,5253,2014,0,2012,2011,2,3,"young","young","young - young",1.40270541,2.17730496453901,2.39007092198582,0.177304964539007,0.609929078014185,0.177304964539007,-0.609929078014185,"NdR_hstel_2016_p3_data.csvresultstotal.csv",0,2,2014,0
"1961",8094,6884,7874,2014,0,2013,2013,1,1,"young","young","young - young",1.557000445,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p3_data.csvresultstotal.csv",0,2,2014,0
"1962",8095,7146,7160,2014,0,2013,2013,1,1,"young","young","young - young",1.573967729,2.17730496453901,2.39007092198582,1.17730496453901,1.39007092198582,1.17730496453901,1.39007092198582,"NdR_hstel_2016_p3_data.csvresultstotal.csv",0,2,2014,0
"1963",8141,6421,6501,2014,0,2012,2012,2,2,"young","young","young - young",1.729262055,2.17730496453901,2.39007092198582,0.177304964539007,0.390070921985815,0.177304964539007,0.390070921985815,"NdR_hstel_2016_p10_data.csvresultstotal.csv",0,2,2014,0
"1964",8141,6421,6501,2014,0,2012,2012,2,2,"young","young","young - young",1.729262055,2.17730496453901,2.39007092198582,0.177304964539007,0.390070921985815,0.177304964539007,0.390070921985815,"NdR_hstel_2016_p20_data.csvresultstotal.csv",0,2,2014,0
"1965",8142,6925,6391,2014,0,2013,2012,1,2,"young","young","young - young",1.528730715,2.17730496453901,2.39007092198582,1.17730496453901,0.390070921985815,1.17730496453901,0.390070921985815,"NdR_hstel_2016_p10_data.csvresultstotal.csv",0,2,2014,0
"1966",8161,6415,6270,2014,0,2012,2012,2,2,"young","young","young - young",2.215764088,2.17730496453901,2.39007092198582,0.177304964539007,0.390070921985815,0.177304964539007,0.390070921985815,"NdR_hstel_2016_p10_data.csvresultstotal.csv",0,2,2014,0
"1967",8162,6606,5449,2014,0,2012,2011,2,3,"young","young","young - young",2.83683947,2.17730496453901,2.39007092198582,0.177304964539007,0.609929078014185,0.177304964539007,-0.609929078014185,"NdR_hstel_2016_p15_data.csvresultstotal.csv",0,2,2014,0
"1968",8186,6245,5253,2014,0,2011,2011,3,3,"young","young","young - young",2.290515032,2.17730496453901,2.39007092198582,0.822695035460993,0.609929078014185,-0.822695035460993,-0.609929078014185,"NdR_hstel_2016_p15_data.csvresultstotal.csv",0,2,2014,0
